109090,Swen Vincke
1423536,Valérie Coessens
11278,Mohammed Davoudian
832165,Ali Donovan
864459,Stanislav Tihohod
1163388,Sam Passmore
1178196,Aaron Hinchion
565256,Lim Ying Jie
108966,Robert Olson
1423898,Hans Buyse
156532,Philip Weiss
938479,Gage Allen
1424013,Alister Collins
148714,Hidemaro Fujibayashi
126778,Sunmee Jang
23119,Gary Barth
1251395,Carter Swan
1427281,Manabu Kinoshita
51028,Darren Bartlett
657113,Chuck Byas
1388222,Alex Chin-Yu Chu
277976,Hidetaka Miyazaki
567063,Yui Tanimura
761637,Zhixiang Dai
507587,Kazuyuki Kuno
43456,Shinji Aramaki
693203,Hiroyuki Hayashi
547643,Akiyoshi Takeuchi
342465,Qiu Jian Ping
162867,István Zorkóczy
934335,Róbert Kádár
30548,Dennis Lee
474629,Dimitri Koulouris
428,Mark Gilbert
572266,Sebastian Long
418053,Masakazu Yoshiba
256640,William Wang
233225,Katsura Hashino
78521,Yoshihisa Shimizu
854809,Hitoshi Uehara
98398,Kazuya Ichikawa
6529,Ben Smedstad
1823090,François Meurisse
1823434,Timothée Borne
73057,Eric Williams
73050,Cory Barlog
135716,Daryl Allison
648103,Brandon Akiaten
728694,Jon Budden
1107129,Nancy Kim
1107501,Chris Williams
686322,Blake Robertson
686512,Ed Easton
47332,Yasuhiro Anpo
78879,Kazunori Kadoi
1170308,Pin Hung Kuo
192491,Julien Brami
1346008,Marcio Sguilaro
522049,Andre Mello
993816,Shaun Ono
510162,Josef Fares
317788,Sini Downing
498743,Ryosuke Horii
1159952,Hiroyuki Ushikubo
224260,Masayoshi Yokoyama
69447,Shiro Mouri
1438503,Shunya Hatakeyama
95820,Manabu Koike
1290476,Taku Inoue
40699,Takayuki Nakayama
33342,Tetsuya Nomura
247081,Naoki Hamaguchi
55660,Motomu Toriyama
279023,Hiroki Ogawa
749158,Kazuma Noro
49345,Katie Young
211252,Isao Nakajima
60214,Daisuke Kobayashi
219622,Hirokuni Matsuyama
564337,Kenji Ishiwata
47408,Florent Moreau
219636,Kanji Tashiro
124533,Oli Chance
153247,Shinobu Sugiyama
828290,Kinoko Nasu
57572,Kenta Motokura
386012,Wataru Tanaka
396598,Kazuya Takahashi
457979,Takayuki Iwasaki
317802,Daisuke Yajima
242524,Daiki Ito
1815766,Tonda Ros
853152,Paul Owens
87738,Daniel Vávra
1134323,David Toušek
677805,John Eidelmann
106219,James Rebours
542660,Bernd Thien
1091707,Roger Clarke
92377,Kouhei Ikeda
274731,Yasuki Nakabayashi
574393,Chong Chao
1372686,Masataka Doi
308433,Shinichi Masuda
308046,Todd Stallkamp
464271,Hui-An Yang
301742,Hee-Cheol Na
902544,Hsin-ju Lu
249197,Masahiro Nishimura
979418,Herrick Chiu Ho Yu
247169,Kohei Maetsuka
952899,Zhong Wang
75634,Adam Chapman
43836,Larry Sparks
306437,Yuya Tokuda
755201,Taishi Sato
107580,Shinji Imai
1157521,Dezhong Wang
438295,Kaname Fujioka
164644,Neil Druckmann
244166,Andrey Supryaga
219717,Thomas Farrer
836030,Carl Chen
1100063,Kim Young Kyong
180856,Isamu Terasaka
301974,Ryo Sogabe
37217,Hironori Komiya
33355,Tetsuya Takahashi
291130,José Luis Márquez Arroyo
638289,Fumihiko Hayashi
63866,David Dedeine
218715,Mukund Rao
724733,Patrick Green
197200,Ben Adams
548312,Julie Lowe
631048,Emil Rodriguez
461010,Thomas Mahler
435439,Regan O'Leary
287194,Keisuke Koga
120253,Katsuya Shimazaki
1029555,Michio Takahashi
661291,Michael Brown
381479,Andrew Ward
952102,Kim Williams-Osborne
87832,Ling Chao
481525,Glen Gathard
1257658,Aziz Burak Kandaz
77953,Gary Dunn
458613,Tom Turner
832913,Zhang Lu
69077,Bruce Straley
527364,Matthew R. Gallant
376347,Shaun Escayg
270227,Waylon Brinck
199771,Shannon Potter
292649,Daniel Johnson Staton
967781,Kan Supabanpot
126782,Alyssa Casella
50433,Hideo Kojima
52657,Kyle Cooper
107548,Ryo Horibe
1855751,Roberto Vilches Vega
44071,Elodie Hummel
15987,Eric McCall
657799,John Johanas
1320367,Douglas De Azevedo
9761,Harvard Bonin
1449586,Matthias Linda
258584,Masahiko Nagaya
1554602,April Harff
349210,Tim Wilson
4038,Darren Yeomans
135002,Frederik Fusager
346662,Jesper Sølling Andersen
1553736,Ben Behr
298100,Zhiyong Xu
832808,Jaeho Hwang
318259,Shigeo Komori
323138,Kurt Margenau
10028,Gavin Moore
74676,Nicolas Doucet
37194,Keiichi Kitahara
1753719,Isao Takahashi
377300,Seiichiro Funayama
803662,Akito Katsumata
148478,Tatsuro Nakamura
382901,Takeshi Hotta
354002,David Thach
174364,George Weising
126777,Ken Miyaki
52581,Nicolas Serres
13653,Ritchard Markelz
98697,Rob Thompson
51928,David Parkinson
204061,Davina Mackey
95271,Dan Bardino
1187734,Toshi Aoki
16053,Genevieve Waldman
417770,Ben Fiquet
1889614,Sébastien Iglésias
128728,Roman Campos-Oriola
117878,Eric Baptizat
451435,Christo Vuchetich
1119042,Deepa Sen
108328,Sami Järvi
231895,Kyle Rowley
1513847,Ash Denton
1513848,Gareth Wild
72520,Mattias Häggström
445752,Hélène Fortin
708464,Jukka Immonen
1514353,Riku Salomaa
981033,Thierry Boulanger
364173,Takuya Yamaguchi
501113,Tadanori Inamura
291922,Adam Badowski
1157046,John Budden
1101873,Sam Blake
70112,Takafumi Noma
579293,Christian La Monte
188156,Tim Roe
158652,Aya Kyogoku
36193,Thomas Wilson
282069,Stéphane Gravel
36847,Jason Alejandre
895941,Jordan Coombs
970324,Mike Gonzales
539692,Gina Hope
1124563,Chris Roberts
688187,Neil Yang
147331,Sang Kim
733385,Brandon Cederholm
23958,Barry Kehoe
413262,Mamoru Ohta
483345,Shigekazu Yamada
56148,Nana Wallace
1252325,Kyle Ji Yu Kun
41188,Davor Hunski
498687,Mounir Radi
231102,Sam Cordier
173048,Istvan Tajnay
244944,Jon Bursey
318520,Sébastien Hould
2964,Thomas Scott
799656,Charles Huteau
278500,Hugo Martin
141388,John Jennings
122129,Simon Alty
56269,Frank Matzke
257845,Julie Chalmette
842761,Simeon Chirikov
26242,Joshua Eric Sawyer
605554,Mateusz Lenart
509160,Asuka Yamamoto
956310,Emnet Mulugeta
51455,Masashi Tsuboyama
491691,Klaus Jens
670638,Andrew Kohlhoff
75325,Mathijs de Jonge
419832,Joel Eschler
504090,Craig Malanka
230873,Tim Hodges
381327,Jill Erb
1260596,Uwe Bassendowski
589434,Vladimir Mastilović
76058,Scott Eaton
1171048,Laurent Clermont
45517,Mark Estdale
1261360,Simon Holmedal
74583,Jerk Gustafsson
288660,Axel Torvenius
41836,Lars Johansson
109094,Rick Nath
808409,Mauro Frau
16291,Ashley Cheng
359236,Chris Wright
53204,Davide Soliani
606241,Damiano Moro
118349,Karim Khabir
235580,Guillaume Carmona
1348704,Thomas Andrén
285231,Tobias Nyman
805808,Ahmed Kalache
489246,Susan Papoz
1680408,Remy Siu
475574,Harry Krueger
20622,Harri Tikkanen
83662,Nadim Othman
836307,Everaldo Neto
791815,Clinton Crumpler
857791,Ian Wilson
349934,Shinya Kumazaki
549023,Tatsuya Kamiyama
14437,Sean Kelly
464265,Mariko Miyahara
301972,Keita Hayashi
1107348,Shelly Walia
858345,Mark Howsen
1186364,Henrique Lorenzi
956752,Conrad Roset
71639,Takahiro Noda
1201176,Natsuko Kamoi
380552,Koji Maki
1201418,Kazushi Kinoshita
49286,Arnaud Messager
421345,Liam Ross
108645,Ian Roxburgh
37129,Gareth Edmondson
23330,Tim Heaton
992697,Ryann Shannon
1070,Marty Stratton
2499,Sean Brennan
33264,Roy Campbell
178344,Mitsugu Nakamura
829120,Kazuhiro Oya
1395989,Koichiro Sakamoto
1395997,Mario Yoshino
1395994,Showta Nakahara
916301,Taichi Miyazaki
918528,Yasuzi Watanabe
1516813,Masaoki Nakashima
179405,Mac Walters
509943,Akira Okada
1175048,Ryo Sasaki
151748,Yasunori Ichinose
813178,Yusuke Kaneda
1160511,Takashi Hamaguchi
69434,Toshihiro Nagoshi
38297,Kazunori Yamauchi
892016,Akira Kidoguchi
69803,Chuck Doud
28738,Keith Leary
175083,Phillip A. Kovats
63208,Neil Ingram
215883,Arran Green
73846,Sachiko Nagasawa
273413,Vidya Sunderamoorthy
107332,Jaap O. Tuinman
562686,Amanda Thompson
399060,Peter Summersgill
686353,Evan Stern
402394,Jacqueline Chiu
285196,Mattias Engström
223062,David Johnson
1726093,Isabelle Renaud
752448,Ryan McCoy
965684,George Kryvenka
34387,Takashi Katano
57177,Hitoshi Sakimoto
1051438,Will Todd
1051439,James Carbutt
1388517,Atsushi Maruyama
678445,Stéphane Perez
1108476,Akihiro Togawa
1824660,Kozo Kawamoto
1442011,Haruki Matsushita
1824651,Erina Hosohara
512660,Shuhei Oka
123630,Henrik Fåhraeus
991241,Pierre Faucheux
1864891,Boris Zaïon
524312,Bill Northcott
1107526,David Smith
78926,Shigeru Komatsuzaki
819869,Kazuma Miyahara
207880,Kenji Honma
277977,Daisuke Ishikawa
1432864,Kentaro Den
720455,Koichi Nobuta
1140145,Zhang Chengwei
442245,Manorito Hosoda
173088,Sam Barlow
607437,Martin Anward
939703,Tomasz Kisilewicz
763309,Enrique Cabeza
763310,Mauricio García
1445109,Maxi Santos
93329,Keisuke Miyauchi
633168,Takuma Endo
1063617,Dimas Novan Delfiano
131872,Joe Shely
219683,Gavian Whishaw
291929,Sebastian Stępień
174509,Marco Koegler
1378282,Jordi Macias
825009,Isao Ohbatake
720056,Shintaro Aoki
999399,Hideki Yasuda
393180,John Sanderson
448601,Ami Funaki
1237897,Pat Donahue
1001980,Ryuichi Yagisawa
995722,Takashi Hasegawa
545961,Hirokazu Watanabe
33352,Tatsuya Kando
1001674,Hiroyuki Itou
107559,Toshio Ohashi
986809,Hiroshi Kizu
35722,Siobhan Reddy
1277,Mark Healey
1801420,Shirow Umezaki
69320,William A. Spence IV
337277,Grace Morales Lingad
521008,Cathy Song
870854,Yoshinao Kanou
661226,Akiko Noguchi
221008,Kazuyo Sakaguchi
1372675,Yuki Mizutani
127583,György Tóth
1023001,Yuji Koga
814744,Kenji Nagao
107530,Shinji Tanaka
696244,Huang Yunlu
882383,Naoya Katsura
436601,Naoki Kishida
523899,Al Yang
455001,Junya Morita
337205,Yoshiyasu Matsushita
1095611,Yukiko Karashima
709722,Saki Ito
146151,Yoko Taro
171459,Jonathan Lavigne
1670903,Yutaka Ito
263345,Daichi Katagiri
1068741,Tetsuya Fukuhara
509108,Yasuyuki Kaji
148729,Giichi Ariyama
1743831,Akiko Ito
1774794,Takahiro Miura
775674,William Albert Detroit Hellwarth
1174294,Oliver Lewin
1174296,Graham Parkes
1441325,Tetsushi Tsunoda
967842,Daisuke Warashina
1775914,Rich Keith
27790,Simon Byron
834264,Gary Burns
1763913,Satoru Sakai
632705,William Pugh
70758,James McLoughlin
31815,Paul Flanagan
245505,Phil James
338361,Itaru Saito
620106,Masakazu Kougou
128305,Takeru Sugimoto
958143,OMOCAT
1271901,Matt Meyer
1855048,Yugo Nakajima
1855131,Hiroya Murata
785394,Zhenghua Yang
785396,Kevin Zhang
875554,Dan Salvato
875559,Alecia Bardachino
453168,Yoshihito Okuno
137793,Takanari Ishiyama
715119,Ayako Moriwaki
385099,Tomohiro Yamamura
193400,John Bert
1185765,Nick Pearce
250574,Dilber Mann
1157271,Yuuhi Mimura
524585,Yukie Takizawa
399559,Takayuki Kusano
2476,Joseph D. Kucan
788404,Shinichi Abiko
824656,Hirokazu Kagawa
652966,Yusuke Amemiya
215655,Haruo Sotozaki
15325,Wendee Lee
98576,Nobuhiro Kasahara
642761,John Ribbins
527310,Dmitriy Grigorenko
29862,Dmitry Kholodov
759665,Oliver Hollis-Leick
235081,Vladimir Chernysh
1729358,Ella Kasparova
583029,Justin Burnham
162062,Jason O'Connell
875117,Áron Mátyássy
50569,Jacob Solomon
552160,Garth DeAngelis
1041039,Mathieu Coquillat
107269,Sylvain Doreau
969622,Fang Xiaoshu
2947,Julian Kwasneski
313498,Kevin Choteau
39530,Stig Asmussen
975625,Finnian MacManus
553816,Anastasia Von Rahl
1041055,Sam Schectman
1593548,Tina Schreiber
1254386,Colas Koola
336977,Vivien Mermet-Guyenet
852383,Shunsuke Minowa
285990,Tairi Kikuchi
43675,Shinichi Fujii
968488,Julian Wilton
61443,Hideaki Itsuno
46798,Akira Iwamoto
276860,Brant Nicholas
239362,Solomon Temowo
1673119,Ricky Bian Li
1631348,Scott Christian
1631349,Artiom Komarov
303691,Phil Worobey
28387,Timothy Scott Campbell
1114781,Gabriel Kalim Mucci
574363,David Boker
1178589,Keisuke Okabe
829841,Johannes Roth
154147,Ștefan Șeicărescu
263205,Marius Popa
602476,Amber Lee Connors
64444,Tomas Rawlings
1060247,Aaron Ashbrooke
664869,Peter Willington
130435,Makoto Kamiya
820265,Shinji Higuchi
949379,Simon Wu
21799,Tom Lee
59050,Alex Cox
24797,Adam D. Bormann
240050,Gabriel Abarcar
479497,Alex Flynn
179129,Pascal Cammisotto
620401,Masakazu Hirayama
381342,Kal-El Bogdanove
755204,Guorun Li
1644810,Anders Leicht Rohde
180692,Aaron Whiting
233426,Todd Keller
467705,Ryan O'Donnell
1090235,Tugdual Delisle
573686,James Turner
216571,Jonathan Biddle
93307,Shinya Yamada
38966,Paul Jeal
1776274,Theo Dias
1647336,Siewart van Wingerden
1776304,Riana Moller
1232934,Nazar Kostiuk
636208,Tatsuya Matsubara
273354,Makoto Shiina
566481,Yukihiro Matsuo
633124,Kohei Nakamura
208103,Makoto Endo
1136429,Wren Brier
382192,Ryan Smith
701272,Tim Tsang
61015,Joe Quesada
754465,Fabian Malabello
916446,Akira Katano
259495,Yasuaki Sato
918530,Masato Kawakami
202591,Daisuke Ishiwatari
47229,Daniel Neil
241771,Boris Patschull
136293,Steffen Unger
871334,Veerapatra Jinanavin
970318,Ivory Jones
444404,Chris Arends
427858,Fumihiko Yasuda
574729,Tomohiro Seki
942,Lennart Sas
161883,Justin Achilli
228916,Florin Cristea
88479,Hideki Kamiya
1313395,Yusuke Miyata
129591,Daisuke Kondō
707729,Geng Hongming
1304787,Momoko Ishida
876245,Cody Matthew Johnson
233775,Jörg Friedrich
1856578,Javed Sterritt
650301,Étienne Jean
397849,Sebastien Mazzerbo
494863,Masaru Yamamura
92391,Tetsuya Nakano
755331,Richard Cheah
1123343,Xiangben Ni
45934,Alexander Mishulin
932789,Caroline Miller
389642,Dieter Marchsreiter
1229864,Alexander Bykhovskiy
864780,James Jacobs
